transaction_id,customer_id,customer_name,account_type,transaction_date,transaction_type,amount,merchant_category,merchant_name,country,flagged_by_system,account_balance_after,notes
TXN-100347,CUST-1021,Olga Ivanova,savings,2026-04-25,debit,127.39,utilities,City Water Dept,US,False,30064.51,
TXN-100306,CUST-1021,Olga Ivanova,savings,2026-04-25,credit,18.4,other,Uber,US,False,30389.27,
TXN-100312,CUST-1023,Nadia Suleiman,checking,2026-04-26,credit,90.41,utilities,AT&T,US,False,40014.1,
TXN-100134,CUST-1022,Derek Williams,checking,2026-04-26,debit,154.18,retail,Home Depot,US,False,7267.85,
TXN-100412,CUST-1020,Samuel Green,savings,2026-04-26,credit,219.61,retail,Amazon,US,False,40457.86,
TXN-100375,CUST-1024,Paul Adeyemi,checking,2026-04-26,debit,203.0,retail,Amazon,US,False,42567.55,
TXN-100314,CUST-1020,Samuel Green,savings,2026-04-26,debit,133.52,retail,Costco,US,False,40763.02,
TXN-100073,CUST-1014,Rachel Kim,savings,2026-04-26,credit,324.33,utilities,City Water Dept,US,False,9257.43,
TXN-100101,CUST-1018,Yuki Tanaka,checking,2026-04-27,debit,41.47,other,Shell Gas,US,False,48655.44,
TXN-100177,CUST-1002,Maria Santos,checking,2026-04-27,debit,2234.18,retail,Amazon,MM,False,-35547.81,
TXN-100066,CUST-1014,Rachel Kim,savings,2026-04-27,credit,392.26,retail,Costco,US,False,9991.72,
TXN-100426,CUST-1020,Samuel Green,savings,2026-04-27,credit,208.7,retail,Costco,US,False,40666.56,
TXN-100032,CUST-1007,Ahmed Hassan,checking,2026-04-27,debit,394.46,utilities,Comcast,US,False,29497.13,
TXN-100148,CUST-1024,Paul Adeyemi,checking,2026-04-28,debit,68.04,retail,Costco,US,False,43587.87,
TXN-100047,CUST-1010,Susan Park,checking,2026-04-28,debit,313.5,other,Uber,US,False,38624.98,
TXN-100357,CUST-1014,Rachel Kim,savings,2026-04-28,credit,75.97,other,McDonald's,US,False,8174.32,
TXN-100421,CUST-1014,Rachel Kim,savings,2026-04-28,credit,203.77,utilities,City Water Dept,US,False,7902.12,
TXN-100150,CUST-1024,Paul Adeyemi,checking,2026-04-29,credit,431.48,utilities,Con Edison,US,False,43629.26,
TXN-100009,CUST-1002,Maria Santos,checking,2026-04-29,credit,376.04,other,Uber,US,False,16796.94,
TXN-100109,CUST-1019,Diana Mbeki,savings,2026-04-29,debit,51.13,other,McDonald's,US,False,7418.09,
TXN-100061,CUST-1013,Michael Osei,savings,2026-04-29,credit,280.32,other,Uber,US,False,48354.91,
TXN-100012,CUST-1003,David Chen,business,2026-04-29,debit,398.12,other,Uber,US,False,37362.75,
TXN-100122,CUST-1021,Olga Ivanova,savings,2026-04-29,debit,180.13,retail,Home Depot,US,False,30800.72,
TXN-100303,CUST-1024,Paul Adeyemi,checking,2026-04-29,credit,135.72,retail,Best Buy,US,False,42904.23,
TXN-100334,CUST-1024,Paul Adeyemi,checking,2026-04-29,debit,195.58,other,Uber,US,False,42850.15,
TXN-100368,CUST-1019,Diana Mbeki,savings,2026-04-30,debit,240.81,utilities,Duke Energy,US,False,8042.2,
TXN-100015,CUST-1003,David Chen,business,2026-04-30,credit,64.66,utilities,Comcast,US,False,37281.06,
TXN-100374,CUST-1021,Olga Ivanova,savings,2026-04-30,credit,186.38,retail,Amazon,US,False,30250.89,
TXN-100425,CUST-1014,Rachel Kim,savings,2026-05-01,debit,61.28,other,Shell Gas,US,False,7840.84,
TXN-100435,CUST-1014,Rachel Kim,savings,2026-05-01,debit,107.18,utilities,Con Edison,US,False,7733.66,
TXN-100085,CUST-1016,Fatima Al-Rashid,savings,2026-05-01,credit,237.84,other,McDonald's,US,False,32735.73,
TXN-100237,CUST-1008,Elena Petrov,investment,2026-05-01,debit,1248.64,atm,BofA ATM,US,False,-13771.33,
TXN-100373,CUST-1018,Yuki Tanaka,checking,2026-05-01,credit,54.16,utilities,Con Edison,US,False,47070.51,
TXN-100144,CUST-1023,Nadia Suleiman,checking,2026-05-01,credit,240.0,retail,Amazon,US,False,39868.84,
TXN-100414,CUST-1022,Derek Williams,checking,2026-05-02,debit,118.97,utilities,City Water Dept,US,False,7437.82,
TXN-100340,CUST-1021,Olga Ivanova,savings,2026-05-02,credit,226.96,other,McDonald's,US,False,30442.06,
TXN-100041,CUST-1009,Carlos Reyes,business,2026-05-03,credit,139.95,retail,Amazon,US,False,41564.32,
TXN-100300,CUST-1025,Christine Lee,checking,2026-05-03,debit,115.98,other,Shell Gas,US,False,21913.1,
TXN-100246,CUST-1011,Thomas Nguyen,savings,2026-05-03,debit,1648.97,atm,Chase ATM,US,False,23062.47,
TXN-100193,CUST-1003,David Chen,business,2026-05-04,withdrawal,167.41,atm,Chase ATM,US,False,34621.42,atm withdrawal
TXN-100247,CUST-1012,Angela Brooks,business,2026-05-04,debit,4555.44,crypto,Crypto.com,US,False,12440.6,
TXN-100192,CUST-1003,David Chen,business,2026-05-04,withdrawal,265.68,atm,Chase ATM,US,False,34788.83,atm withdrawal
TXN-100191,CUST-1003,David Chen,business,2026-05-04,withdrawal,193.23,atm,Chase ATM,US,False,35054.51,atm withdrawal
TXN-100185,CUST-1003,David Chen,business,2026-05-04,withdrawal,328.0,atm,Wells Fargo ATM,US,False,36646.63,atm withdrawal
TXN-100160,CUST-1025,Christine Lee,checking,2026-05-04,credit,225.19,other,Shell Gas,US,False,21108.84,
TXN-100189,CUST-1003,David Chen,business,2026-05-04,withdrawal,136.43,atm,7-Eleven ATM,US,False,35587.53,atm withdrawal
TXN-100190,CUST-1003,David Chen,business,2026-05-04,withdrawal,339.79,atm,Wells Fargo ATM,US,False,35247.74,atm withdrawal
TXN-100186,CUST-1003,David Chen,business,2026-05-04,withdrawal,180.12,atm,Wells Fargo ATM,US,False,36466.51,atm withdrawal
TXN-100184,CUST-1003,David Chen,business,2026-05-04,withdrawal,326.93,atm,Citibank ATM,US,False,36974.63,atm withdrawal
TXN-100187,CUST-1003,David Chen,business,2026-05-04,withdrawal,378.3,atm,Citibank ATM,US,False,36088.21,atm withdrawal
TXN-100183,CUST-1003,David Chen,business,2026-05-04,withdrawal,255.53,atm,7-Eleven ATM,US,False,37301.56,atm withdrawal
TXN-100259,CUST-1018,Yuki Tanaka,checking,2026-05-04,credit,242.25,other,Starbucks,US,False,47388.8,
TXN-100182,CUST-1003,David Chen,business,2026-05-04,withdrawal,223.97,atm,Wells Fargo ATM,US,False,37557.09,atm withdrawal
TXN-100013,CUST-1003,David Chen,business,2026-05-04,credit,196.99,retail,Costco,US,False,37559.74,
TXN-100188,CUST-1003,David Chen,business,2026-05-04,withdrawal,364.25,atm,Citibank ATM,US,False,35723.96,atm withdrawal
TXN-100350,CUST-1016,Fatima Al-Rashid,savings,2026-05-05,debit,89.63,retail,Home Depot,US,False,33065.24,
TXN-100096,CUST-1017,Brian O'Connor,checking,2026-05-05,credit,449.63,other,CVS Pharmacy,US,False,38052.57,
TXN-100467,CUST-1022,Derek Williams,checking,2026-05-05,debit,295.91,retail,Walmart,US,False,7190.31,
TXN-100201,CUST-1006,Lisa Kowalski,savings,2026-05-05,debit,200.0,gambling,BetMGM,US,False,14395.86,
TXN-100359,CUST-1022,Derek Williams,checking,2026-05-05,debit,120.18,other,Starbucks,US,False,7835.86,
TXN-100154,CUST-1025,Christine Lee,checking,2026-05-05,credit,347.79,utilities,Con Edison,US,False,22453.47,
TXN-100112,CUST-1019,Diana Mbeki,savings,2026-05-05,credit,419.11,utilities,AT&T,US,False,7972.71,
TXN-100341,CUST-1022,Derek Williams,checking,2026-05-05,credit,289.85,retail,Target,US,False,8116.93,
TXN-100174,CUST-1003,David Chen,business,2026-05-05,deposit,45000.0,wire_transfer,Domestic Wire Transfer,US,False,82281.06,large incoming wire
TXN-100325,CUST-1014,Rachel Kim,savings,2026-05-05,debit,99.85,utilities,City Water Dept,US,False,8602.22,
TXN-100228,CUST-1006,Lisa Kowalski,savings,2026-05-05,debit,4016.86,gambling,FanDuel,US,False,379.0,
TXN-100139,CUST-1023,Nadia Suleiman,checking,2026-05-06,debit,116.03,retail,Amazon,US,False,39507.43,
TXN-100145,CUST-1023,Nadia Suleiman,checking,2026-05-06,debit,133.71,retail,Walmart,US,False,39735.13,
TXN-100175,CUST-1003,David Chen,business,2026-05-06,withdrawal,44500.0,wire_transfer,Domestic Wire Transfer,US,False,37781.06,full funds withdrawn
TXN-100389,CUST-1023,Nadia Suleiman,checking,2026-05-06,debit,96.24,retail,Costco,US,False,39909.36,
TXN-100294,CUST-1023,Nadia Suleiman,checking,2026-05-06,debit,50.65,other,McDonald's,US,False,39838.11,
TXN-100143,CUST-1023,Nadia Suleiman,checking,2026-05-07,debit,322.56,utilities,AT&T,US,False,39628.84,
TXN-100132,CUST-1022,Derek Williams,checking,2026-05-07,debit,362.84,retail,Costco,US,False,7095.54,
TXN-100462,CUST-1015,Kevin Torres,savings,2026-05-07,debit,216.49,other,Starbucks,US,False,9226.97,
TXN-100030,CUST-1006,Lisa Kowalski,savings,2026-05-07,debit,146.45,other,McDonald's,US,False,14595.86,
TXN-100039,CUST-1008,Elena Petrov,investment,2026-05-07,debit,91.49,retail,Best Buy,US,False,14757.46,
TXN-100283,CUST-1021,Olga Ivanova,savings,2026-05-07,credit,207.4,utilities,Duke Energy,US,False,30370.87,
TXN-100133,CUST-1022,Derek Williams,checking,2026-05-07,credit,326.49,retail,Best Buy,US,False,7422.03,
TXN-100308,CUST-1018,Yuki Tanaka,checking,2026-05-08,credit,40.4,utilities,Duke Energy,US,False,47323.35,
TXN-100244,CUST-1011,Thomas Nguyen,savings,2026-05-08,debit,4607.73,atm,Wells Fargo ATM,US,False,27286.61,
TXN-100253,CUST-1018,Yuki Tanaka,checking,2026-05-08,debit,273.63,retail,Amazon,US,False,47456.04,
TXN-100196,CUST-1001,James Okafor,business,2026-05-08,debit,200.0,gambling,FanDuel,US,False,-37536.27,
TXN-100202,CUST-1006,Lisa Kowalski,savings,2026-05-08,debit,500.0,gambling,Caesars Online,US,False,13895.86,
TXN-100387,CUST-1015,Kevin Torres,savings,2026-05-08,debit,74.84,retail,Walmart,US,False,9668.8,
TXN-100222,CUST-1003,David Chen,business,2026-05-08,withdrawal,8788.95,atm,Wells Fargo ATM,US,False,-4623.73,miscellaneous
TXN-100493,CUST-1018,Yuki Tanaka,checking,2026-05-08,credit,156.28,utilities,Duke Energy,US,False,47172.69,
TXN-100129,CUST-1021,Olga Ivanova,savings,2026-05-08,credit,174.83,other,Shell Gas,US,False,29998.95,
TXN-100007,CUST-1002,Maria Santos,checking,2026-05-08,credit,114.19,other,CVS Pharmacy,US,False,16340.89,
TXN-100162,CUST-1001,James Okafor,business,2026-05-08,withdrawal,9069.09,atm,7-Eleven ATM,US,False,-2206.48,cash withdrawal
TXN-100163,CUST-1001,James Okafor,business,2026-05-09,withdrawal,8551.82,atm,Citibank ATM,US,False,-10758.3,cash withdrawal
TXN-100161,CUST-1025,Christine Lee,checking,2026-05-09,credit,471.91,other,Uber,US,False,21580.75,
TXN-100095,CUST-1017,Brian O'Connor,checking,2026-05-09,credit,310.2,utilities,Duke Energy,US,False,37602.94,
TXN-100455,CUST-1021,Olga Ivanova,savings,2026-05-09,debit,124.6,utilities,Con Edison,US,False,30597.14,
TXN-100463,CUST-1022,Derek Williams,checking,2026-05-10,debit,138.76,utilities,Duke Energy,US,False,7486.22,
TXN-100164,CUST-1001,James Okafor,business,2026-05-10,withdrawal,9454.89,atm,7-Eleven ATM,US,False,-20213.19,cash withdrawal
TXN-100408,CUST-1019,Diana Mbeki,savings,2026-05-10,debit,151.99,retail,Best Buy,US,False,7850.3,
TXN-100304,CUST-1023,Nadia Suleiman,checking,2026-05-10,credit,85.58,utilities,AT&T,US,False,39923.69,
TXN-100418,CUST-1021,Olga Ivanova,savings,2026-05-10,credit,48.94,other,McDonald's,US,False,30476.63,
TXN-100194,CUST-1004,Priya Nair,business,2026-05-10,debit,21921.72,wire_transfer,International Wire,US,False,4180.92,first activity in 2+ months
TXN-100386,CUST-1016,Fatima Al-Rashid,savings,2026-05-10,debit,239.14,other,McDonald's,US,False,32963.44,
TXN-100226,CUST-1004,Priya Nair,business,2026-05-10,withdrawal,7334.66,atm,Citibank ATM,US,False,-26346.71,miscellaneous
TXN-100450,CUST-1023,Nadia Suleiman,checking,2026-05-10,credit,248.96,other,Shell Gas,US,False,39953.79,
TXN-100181,CUST-1004,Priya Nair,business,2026-05-10,debit,2144.15,retail,Costco,MM,False,26102.64,
TXN-100195,CUST-1005,Robert Mwangi,business,2026-05-10,debit,24715.65,wire_transfer,International Wire,US,False,-17738.19,first activity in 2+ months
TXN-100076,CUST-1015,Kevin Torres,savings,2026-05-10,credit,223.83,utilities,AT&T,US,False,9538.3,
TXN-100404,CUST-1019,Diana Mbeki,savings,2026-05-10,debit,229.4,utilities,City Water Dept,US,False,8002.29,
TXN-100197,CUST-1001,James Okafor,business,2026-05-11,debit,500.0,gambling,PokerStars,US,False,-38036.27,
TXN-100370,CUST-1025,Christine Lee,checking,2026-05-11,credit,277.67,utilities,Con Edison,US,False,22051.4,
TXN-100131,CUST-1022,Derek Williams,checking,2026-05-11,credit,282.34,utilities,Comcast,US,False,7458.38,
TXN-100203,CUST-1006,Lisa Kowalski,savings,2026-05-11,debit,1200.0,gambling,PokerStars,US,False,12695.86,
TXN-100427,CUST-1023,Nadia Suleiman,checking,2026-05-11,debit,213.2,utilities,Comcast,US,False,39992.24,
TXN-100461,CUST-1017,Brian O'Connor,checking,2026-05-11,debit,53.54,other,CVS Pharmacy,US,False,36923.54,
TXN-100165,CUST-1001,James Okafor,business,2026-05-11,withdrawal,8825.48,atm,Chase ATM,US,False,-29038.67,cash withdrawal
TXN-100125,CUST-1021,Olga Ivanova,savings,2026-05-11,debit,223.39,other,Shell Gas,US,False,30381.12,
TXN-100459,CUST-1017,Brian O'Connor,checking,2026-05-12,debit,160.02,other,Shell Gas,US,False,36977.08,
TXN-100166,CUST-1001,James Okafor,business,2026-05-12,withdrawal,8797.6,atm,7-Eleven ATM,US,False,-37836.27,cash withdrawal
TXN-100438,CUST-1017,Brian O'Connor,checking,2026-05-12,debit,202.6,retail,Target,US,False,37411.5,
TXN-100279,CUST-1018,Yuki Tanaka,checking,2026-05-12,debit,223.81,retail,Walmart,US,False,47131.32,
TXN-100044,CUST-1009,Carlos Reyes,business,2026-05-12,credit,256.4,other,McDonald's,US,False,41530.06,
TXN-100436,CUST-1025,Christine Lee,checking,2026-05-13,debit,64.61,utilities,Con Edison,US,False,22126.27,
TXN-100224,CUST-1004,Priya Nair,business,2026-05-13,withdrawal,8245.14,atm,Citibank ATM,US,False,-12856.34,miscellaneous
TXN-100138,CUST-1023,Nadia Suleiman,checking,2026-05-13,debit,164.62,retail,Home Depot,US,False,39623.46,
TXN-100225,CUST-1004,Priya Nair,business,2026-05-13,withdrawal,6155.71,atm,Citibank ATM,US,False,-19012.05,miscellaneous
TXN-100266,CUST-1018,Yuki Tanaka,checking,2026-05-13,debit,33.67,utilities,Comcast,US,False,47355.13,
TXN-100017,CUST-1004,Priya Nair,business,2026-05-13,debit,258.76,other,Shell Gas,US,False,30836.03,
TXN-100483,CUST-1020,Samuel Green,savings,2026-05-13,credit,116.06,retail,Best Buy,US,False,41443.5,
TXN-100053,CUST-1011,Thomas Nguyen,savings,2026-05-14,credit,87.3,utilities,Con Edison,US,False,35990.37,
TXN-100099,CUST-1018,Yuki Tanaka,checking,2026-05-14,credit,174.57,retail,Walmart,US,False,48820.23,
TXN-100472,CUST-1014,Rachel Kim,savings,2026-05-14,credit,203.68,utilities,Duke Energy,US,False,7937.34,
TXN-100446,CUST-1019,Diana Mbeki,savings,2026-05-14,credit,296.78,utilities,City Water Dept,US,False,8154.89,
TXN-100038,CUST-1008,Elena Petrov,investment,2026-05-14,debit,34.79,other,Starbucks,US,False,14848.95,
TXN-100216,CUST-1007,Ahmed Hassan,checking,2026-05-14,debit,2209.65,retail,Amazon,US,False,-877.21,overdraft risk
TXN-100499,CUST-1016,Fatima Al-Rashid,savings,2026-05-14,credit,59.29,other,Starbucks,US,False,33952.73,
TXN-100157,CUST-1025,Christine Lee,checking,2026-05-14,debit,218.32,other,McDonald's,US,False,21737.16,
TXN-100204,CUST-1006,Lisa Kowalski,savings,2026-05-14,debit,2800.0,gambling,BetMGM,US,False,9895.86,
TXN-100366,CUST-1019,Diana Mbeki,savings,2026-05-14,credit,296.79,utilities,Duke Energy,US,False,8283.01,
TXN-100198,CUST-1001,James Okafor,business,2026-05-14,debit,1200.0,gambling,FanDuel,US,False,-39236.27,
TXN-100233,CUST-1008,Elena Petrov,investment,2026-05-14,debit,661.55,atm,Chase ATM,US,False,-1400.36,
TXN-100388,CUST-1019,Diana Mbeki,savings,2026-05-15,credit,142.88,other,McDonald's,US,False,8231.69,
TXN-100324,CUST-1024,Paul Adeyemi,checking,2026-05-15,credit,141.5,retail,Home Depot,US,False,43045.73,
TXN-100054,CUST-1011,Thomas Nguyen,savings,2026-05-15,debit,337.25,other,Shell Gas,US,False,35653.12,
TXN-100440,CUST-1021,Olga Ivanova,savings,2026-05-15,debit,6.53,retail,Target,US,False,30636.25,
TXN-100352,CUST-1014,Rachel Kim,savings,2026-05-15,debit,251.31,utilities,City Water Dept,US,False,8098.35,
TXN-100391,CUST-1021,Olga Ivanova,savings,2026-05-15,credit,42.86,utilities,City Water Dept,US,False,30592.94,
TXN-100136,CUST-1022,Derek Williams,checking,2026-05-15,credit,218.5,other,Shell Gas,US,False,7821.69,
TXN-100460,CUST-1015,Kevin Torres,savings,2026-05-15,debit,23.22,other,Uber,US,False,9443.46,
TXN-100485,CUST-1014,Rachel Kim,savings,2026-05-16,credit,290.5,other,Uber,US,False,8150.64,
TXN-100480,CUST-1017,Brian O'Connor,checking,2026-05-16,credit,86.17,utilities,City Water Dept,US,False,36991.35,
TXN-100260,CUST-1016,Fatima Al-Rashid,savings,2026-05-16,credit,290.34,retail,Amazon,US,False,33165.41,
TXN-100094,CUST-1017,Brian O'Connor,checking,2026-05-16,credit,337.11,retail,Costco,US,False,37292.74,
TXN-100397,CUST-1016,Fatima Al-Rashid,savings,2026-05-17,credit,253.55,other,Starbucks,US,False,33370.33,
TXN-100274,CUST-1014,Rachel Kim,savings,2026-05-17,debit,296.7,utilities,Comcast,US,False,9021.72,
TXN-100241,CUST-1010,Susan Park,checking,2026-05-17,debit,3568.1,gambling,BetMGM,US,False,35893.76,
TXN-100319,CUST-1016,Fatima Al-Rashid,savings,2026-05-17,credit,141.87,other,Uber,US,False,33438.93,
TXN-100298,CUST-1019,Diana Mbeki,savings,2026-05-17,debit,261.61,retail,Home Depot,US,False,7570.25,
TXN-100147,CUST-1024,Paul Adeyemi,checking,2026-05-17,debit,84.35,other,Shell Gas,US,False,43655.91,
TXN-100128,CUST-1021,Olga Ivanova,savings,2026-05-17,debit,377.73,utilities,City Water Dept,US,False,29824.12,
TXN-100205,CUST-1006,Lisa Kowalski,savings,2026-05-17,debit,5500.0,gambling,Caesars Online,US,False,4395.86,
TXN-100199,CUST-1001,James Okafor,business,2026-05-17,debit,2800.0,gambling,Caesars Online,US,False,-42036.27,
TXN-100301,CUST-1016,Fatima Al-Rashid,savings,2026-05-17,credit,217.87,utilities,City Water Dept,US,False,33296.48,
TXN-100046,CUST-1010,Susan Park,checking,2026-05-17,debit,207.85,retail,Target,US,False,38938.48,
TXN-100103,CUST-1018,Yuki Tanaka,checking,2026-05-18,debit,429.8,utilities,Duke Energy,US,False,48439.37,
TXN-100311,CUST-1014,Rachel Kim,savings,2026-05-18,debit,259.32,utilities,Duke Energy,US,False,8702.07,
TXN-100407,CUST-1020,Samuel Green,savings,2026-05-18,debit,244.98,retail,Home Depot,US,False,40238.25,
TXN-100453,CUST-1018,Yuki Tanaka,checking,2026-05-18,credit,176.83,utilities,AT&T,US,False,47316.11,
TXN-100478,CUST-1022,Derek Williams,checking,2026-05-18,debit,245.66,utilities,Con Edison,US,False,6866.63,
TXN-100379,CUST-1019,Diana Mbeki,savings,2026-05-18,credit,230.11,utilities,Comcast,US,False,8088.81,
TXN-100031,CUST-1007,Ahmed Hassan,checking,2026-05-18,debit,364.44,other,Uber,US,False,29891.59,
TXN-100146,CUST-1024,Paul Adeyemi,checking,2026-05-18,credit,250.96,retail,Home Depot,US,False,43740.26,
TXN-100398,CUST-1014,Rachel Kim,savings,2026-05-18,debit,284.82,retail,Amazon,US,False,7871.58,
TXN-100119,CUST-1020,Samuel Green,savings,2026-05-18,debit,465.15,retail,Home Depot,US,False,40656.73,
TXN-100063,CUST-1013,Michael Osei,savings,2026-05-19,debit,418.95,other,Uber,US,False,47889.09,
TXN-100331,CUST-1018,Yuki Tanaka,checking,2026-05-19,debit,103.34,other,McDonald's,US,False,47111.19,
TXN-100084,CUST-1016,Fatima Al-Rashid,savings,2026-05-19,debit,220.65,utilities,City Water Dept,US,False,32497.89,
TXN-100396,CUST-1022,Derek Williams,checking,2026-05-19,debit,179.58,retail,Target,US,False,7556.79,
TXN-100249,CUST-1013,Michael Osei,savings,2026-05-20,debit,1846.19,wire_transfer,Domestic Wire Transfer,US,False,46228.29,
TXN-100167,CUST-1002,Maria Santos,checking,2026-05-20,withdrawal,9736.02,atm,BofA ATM,US,False,7178.39,cash withdrawal
TXN-100291,CUST-1025,Christine Lee,checking,2026-05-20,debit,169.13,utilities,City Water Dept,US,False,21846.96,
TXN-100108,CUST-1019,Diana Mbeki,savings,2026-05-20,debit,454.4,other,Uber,US,False,7469.22,
TXN-100179,CUST-1004,Priya Nair,business,2026-05-20,debit,1131.0,retail,Walmart,NG,False,29757.23,
TXN-100126,CUST-1021,Olga Ivanova,savings,2026-05-20,credit,237.79,other,Shell Gas,US,False,30618.91,
TXN-100200,CUST-1001,James Okafor,business,2026-05-20,debit,5500.0,gambling,Caesars Online,US,False,-47536.27,
TXN-100159,CUST-1025,Christine Lee,checking,2026-05-21,debit,398.39,retail,Home Depot,US,False,20883.65,
TXN-100075,CUST-1015,Kevin Torres,savings,2026-05-21,credit,28.75,other,CVS Pharmacy,US,False,9314.47,
TXN-100273,CUST-1015,Kevin Torres,savings,2026-05-21,debit,194.3,other,Starbucks,US,False,9912.73,
TXN-100168,CUST-1002,Maria Santos,checking,2026-05-21,withdrawal,9249.12,atm,Wells Fargo ATM,US,False,-2070.73,cash withdrawal
TXN-100285,CUST-1018,Yuki Tanaka,checking,2026-05-21,credit,117.37,other,Uber,US,False,47248.69,
TXN-100457,CUST-1016,Fatima Al-Rashid,savings,2026-05-22,debit,139.22,utilities,Con Edison,US,False,33812.65,
TXN-100169,CUST-1002,Maria Santos,checking,2026-05-22,withdrawal,9111.65,atm,Citibank ATM,US,False,-11182.38,cash withdrawal
TXN-100445,CUST-1018,Yuki Tanaka,checking,2026-05-22,debit,93.03,retail,Walmart,US,False,47139.28,
TXN-100371,CUST-1015,Kevin Torres,savings,2026-05-22,credit,28.28,other,McDonald's,US,False,9683.17,
TXN-100170,CUST-1002,Maria Santos,checking,2026-05-23,withdrawal,9690.89,atm,Wells Fargo ATM,US,False,-20873.27,cash withdrawal
TXN-100281,CUST-1023,Nadia Suleiman,checking,2026-05-23,credit,153.63,retail,Walmart,US,False,39888.76,
TXN-100437,CUST-1022,Derek Williams,checking,2026-05-23,credit,45.5,other,Uber,US,False,7624.98,
TXN-100419,CUST-1019,Diana Mbeki,savings,2026-05-23,credit,52.94,other,Shell Gas,US,False,8130.95,
TXN-100337,CUST-1018,Yuki Tanaka,checking,2026-05-24,debit,200.27,retail,Target,US,False,47105.75,
TXN-100171,CUST-1002,Maria Santos,checking,2026-05-24,withdrawal,9796.03,atm,Citibank ATM,US,False,-30669.3,cash withdrawal
TXN-100302,CUST-1015,Kevin Torres,savings,2026-05-24,debit,51.44,retail,Walmart,US,False,9874.15,
TXN-100263,CUST-1015,Kevin Torres,savings,2026-05-24,debit,144.09,other,Uber,US,False,9941.41,
TXN-100354,CUST-1015,Kevin Torres,savings,2026-05-24,debit,128.85,retail,Best Buy,US,False,9695.07,
TXN-100255,CUST-1018,Yuki Tanaka,checking,2026-05-25,debit,190.33,other,Starbucks,US,False,47265.71,
TXN-100028,CUST-1006,Lisa Kowalski,savings,2026-05-25,debit,44.79,retail,Walmart,US,False,15195.97,
TXN-100321,CUST-1016,Fatima Al-Rashid,savings,2026-05-25,debit,143.33,utilities,Con Edison,US,False,33295.6,
TXN-100361,CUST-1015,Kevin Torres,savings,2026-05-25,debit,221.22,utilities,AT&T,US,False,9654.89,
TXN-100019,CUST-1004,Priya Nair,business,2026-05-25,debit,303.48,other,Starbucks,US,False,30447.66,
TXN-100320,CUST-1021,Olga Ivanova,savings,2026-05-25,credit,259.95,other,Shell Gas,US,False,30649.22,
TXN-100089,CUST-1016,Fatima Al-Rashid,savings,2026-05-25,debit,233.15,utilities,City Water Dept,US,False,32875.07,
TXN-100262,CUST-1019,Diana Mbeki,savings,2026-05-26,credit,177.45,other,Shell Gas,US,False,7900.2,
TXN-100223,CUST-1004,Priya Nair,business,2026-05-26,withdrawal,8792.12,atm,BofA ATM,US,False,-4611.2,miscellaneous
TXN-100004,CUST-1001,James Okafor,business,2026-05-26,credit,142.27,utilities,City Water Dept,US,False,6439.61,
TXN-100264,CUST-1019,Diana Mbeki,savings,2026-05-26,debit,196.06,other,CVS Pharmacy,US,False,7704.14,
TXN-100172,CUST-1001,James Okafor,business,2026-05-26,deposit,45000.0,wire_transfer,Domestic Wire Transfer,US,False,7163.73,large incoming wire
TXN-100173,CUST-1001,James Okafor,business,2026-05-27,withdrawal,44500.0,wire_transfer,International Wire,US,False,-37336.27,full funds withdrawn
TXN-100329,CUST-1020,Samuel Green,savings,2026-05-27,debit,237.82,utilities,Con Edison,US,False,40525.2,
TXN-100271,CUST-1015,Kevin Torres,savings,2026-05-27,credit,165.62,other,Shell Gas,US,False,10107.03,
TXN-100023,CUST-1005,Robert Mwangi,business,2026-05-27,debit,333.28,retail,Target,US,False,6289.41,
TXN-100468,CUST-1018,Yuki Tanaka,checking,2026-05-27,debit,231.85,utilities,Duke Energy,US,False,47293.63,
TXN-100024,CUST-1005,Robert Mwangi,business,2026-05-27,credit,482.54,utilities,Comcast,US,False,6771.95,
TXN-100497,CUST-1017,Brian O'Connor,checking,2026-05-28,debit,152.29,utilities,Con Edison,US,False,37097.03,
TXN-100492,CUST-1019,Diana Mbeki,savings,2026-05-28,credit,142.54,utilities,Con Edison,US,False,8477.04,
TXN-100349,CUST-1014,Rachel Kim,savings,2026-05-28,debit,252.56,utilities,Con Edison,US,False,8349.66,
TXN-100114,CUST-1020,Samuel Green,savings,2026-05-28,debit,392.8,other,Starbucks,US,False,41930.41,
TXN-100021,CUST-1005,Robert Mwangi,business,2026-05-28,debit,128.03,retail,Walmart,US,False,6212.84,
TXN-100268,CUST-1020,Samuel Green,savings,2026-05-28,debit,266.2,other,Starbucks,US,False,41004.71,
TXN-100318,CUST-1017,Brian O'Connor,checking,2026-05-28,debit,229.26,retail,Walmart,US,False,37286.74,
TXN-100230,CUST-1006,Lisa Kowalski,savings,2026-05-28,debit,861.42,gambling,FanDuel,US,False,-3787.09,
TXN-100252,CUST-1018,Yuki Tanaka,checking,2026-05-29,credit,11.47,other,CVS Pharmacy,US,False,47729.67,
TXN-100474,CUST-1018,Yuki Tanaka,checking,2026-05-29,debit,14.5,retail,Best Buy,US,False,47279.13,
TXN-100296,CUST-1017,Brian O'Connor,checking,2026-05-29,debit,184.65,utilities,Con Edison,US,False,37516.0,
TXN-100178,CUST-1002,Maria Santos,checking,2026-05-29,debit,2862.98,retail,Costco,KP,False,-38410.79,
TXN-100458,CUST-1020,Samuel Green,savings,2026-05-30,credit,228.42,other,McDonald's,US,False,41327.44,
